student_id,registered_at,channel,ab_group,lessons_completed,completed_course
3331,2025-01-05 08:00:00,Таргетированная реклама,control,2,False
3332,2025-01-28 19:00:00,Таргетированная реклама,control,8,True
3333,2025-01-01 22:00:00,Таргетированная реклама,control,2,False
3334,2025-01-12 19:00:00,Органический поиск,test,0,False
3335,2025-01-26 19:00:00,Реферальная программа,test,3,False
3336,2025-01-18 19:00:00,Таргетированная реклама,control,1,False
3337,2025-01-16 22:00:00,Реферальная программа,test,1,False
3338,2025-01-02 10:00:00,Органический поиск,test,2,False
3339,2025-01-02 21:00:00,Email-рассылка,control,2,False
3340,2025-01-11 18:00:00,Органический поиск,test,8,True
3341,2025-01-29 22:00:00,Email-рассылка,control,8,True
3342,2025-01-07 20:00:00,Таргетированная реклама,control,1,False
3343,2025-01-23 16:00:00,Таргетированная реклама,control,6,False
3344,2025-01-12 17:00:00,Контекстная реклама,test,2,False
3345,2025-01-25 11:00:00,Контекстная реклама,control,0,False
3346,2025-01-16 13:00:00,Реферальная программа,control,8,True
3347,2025-01-09 10:00:00,Реферальная программа,test,8,True
3348,2025-01-04 14:00:00,Реферальная программа,control,3,False
3349,2025-01-30 20:00:00,Органический поиск,test,2,False
3350,2025-01-07 13:00:00,Контекстная реклама,control,3,False
3351,2025-01-06 21:00:00,Органический поиск,test,3,False
3352,2025-01-09 10:00:00,Таргетированная реклама,control,1,False
3353,2025-01-18 17:00:00,Органический поиск,control,8,True
3354,2025-01-31 11:00:00,Контекстная реклама,test,2,False
3355,2025-01-29 17:00:00,Таргетированная реклама,control,2,False
3356,2025-01-16 19:00:00,Контекстная реклама,test,2,False
3357,2025-01-28 21:00:00,Реферальная программа,test,8,True
3358,2025-01-12 19:00:00,Таргетированная реклама,control,2,False
3359,2025-01-24 10:00:00,Органический поиск,test,2,False
3360,2025-01-02 18:00:00,Таргетированная реклама,control,8,True
3361,2025-01-01 12:00:00,Контекстная реклама,control,0,False
3362,2025-01-21 15:00:00,Таргетированная реклама,control,1,False
3363,2025-01-16 10:00:00,Таргетированная реклама,control,8,True
3364,2025-01-27 14:00:00,Email-рассылка,test,4,False
3365,2025-01-20 17:00:00,Органический поиск,control,8,True
3366,2025-01-15 09:00:00,Таргетированная реклама,test,8,True
3367,2025-01-06 16:00:00,Email-рассылка,test,1,False
3368,2025-01-10 21:00:00,Органический поиск,control,8,True
3369,2025-01-12 15:00:00,Контекстная реклама,test,1,False
3370,2025-01-15 12:00:00,Реферальная программа,test,2,False
3371,2025-01-23 11:00:00,Email-рассылка,test,2,False
3372,2025-01-19 14:00:00,Контекстная реклама,test,8,True
3373,2025-01-05 13:00:00,Таргетированная реклама,test,7,False
3374,2025-01-10 18:00:00,Органический поиск,test,1,False
3375,2025-01-10 19:00:00,Таргетированная реклама,control,8,True
3376,2025-01-31 18:00:00,Органический поиск,control,2,False
3377,2025-01-18 19:00:00,Реферальная программа,control,2,False
3378,2025-01-17 19:00:00,Контекстная реклама,control,2,False
3379,2025-01-31 18:00:00,Органический поиск,test,4,False
3380,2025-01-27 11:00:00,Email-рассылка,test,4,False
3381,2025-01-04 16:00:00,Органический поиск,test,3,False
3382,2025-01-10 13:00:00,Таргетированная реклама,test,2,False
3383,2025-01-08 09:00:00,Органический поиск,control,4,False
3384,2025-01-18 17:00:00,Таргетированная реклама,test,1,False
3385,2025-01-29 10:00:00,Контекстная реклама,control,8,True
3386,2025-01-05 18:00:00,Таргетированная реклама,test,1,False
3387,2025-01-02 16:00:00,Органический поиск,test,1,False
3388,2025-01-01 09:00:00,Органический поиск,test,8,True
3389,2025-01-01 14:00:00,Реферальная программа,test,8,True
3390,2025-01-29 16:00:00,Реферальная программа,test,2,False
3391,2025-01-05 11:00:00,Таргетированная реклама,control,1,False
3392,2025-01-10 21:00:00,Таргетированная реклама,control,4,False
3393,2025-01-15 22:00:00,Реферальная программа,test,1,False
3394,2025-01-25 09:00:00,Органический поиск,control,8,True
3395,2025-01-31 18:00:00,Email-рассылка,test,8,True
3396,2025-01-09 14:00:00,Email-рассылка,test,6,False
3397,2025-01-18 20:00:00,Таргетированная реклама,control,2,False
3398,2025-01-10 22:00:00,Email-рассылка,control,5,False
3399,2025-01-04 15:00:00,Реферальная программа,test,2,False
3400,2025-01-18 17:00:00,Контекстная реклама,control,2,False
3401,2025-01-22 13:00:00,Реферальная программа,control,2,False
3402,2025-01-09 17:00:00,Органический поиск,control,8,True
3403,2025-01-20 22:00:00,Органический поиск,control,0,False
3404,2025-01-15 12:00:00,Таргетированная реклама,test,8,True
3405,2025-01-07 08:00:00,Контекстная реклама,test,1,False
3406,2025-01-31 22:00:00,Таргетированная реклама,test,8,True
3407,2025-01-16 08:00:00,Таргетированная реклама,control,2,False
3408,2025-01-18 18:00:00,Email-рассылка,test,2,False
3409,2025-01-23 16:00:00,Органический поиск,control,8,True
3410,2025-01-03 14:00:00,Контекстная реклама,test,2,False
3411,2025-01-02 21:00:00,Таргетированная реклама,control,2,False
3412,2025-01-29 09:00:00,Таргетированная реклама,control,3,False
3413,2025-01-03 11:00:00,Реферальная программа,control,2,False
3414,2025-01-06 20:00:00,Таргетированная реклама,test,2,False
3415,2025-01-25 08:00:00,Органический поиск,test,2,False
3416,2025-01-19 11:00:00,Таргетированная реклама,test,8,True
3417,2025-01-05 10:00:00,Таргетированная реклама,control,8,True
3418,2025-01-20 14:00:00,Реферальная программа,test,8,True
3419,2025-01-06 19:00:00,Контекстная реклама,control,2,False
3420,2025-01-09 22:00:00,Контекстная реклама,control,2,False
3421,2025-01-15 11:00:00,Органический поиск,control,4,False
3422,2025-01-16 08:00:00,Контекстная реклама,control,2,False
3423,2025-01-21 19:00:00,Реферальная программа,test,2,False
3424,2025-01-26 21:00:00,Email-рассылка,test,8,True
3425,2025-01-28 08:00:00,Контекстная реклама,test,1,False
3426,2025-01-20 17:00:00,Реферальная программа,test,8,True
3427,2025-01-12 16:00:00,Таргетированная реклама,test,8,True
3428,2025-01-06 16:00:00,Таргетированная реклама,control,6,False
3429,2025-01-03 17:00:00,Таргетированная реклама,test,8,True
3430,2025-01-27 12:00:00,Таргетированная реклама,control,8,True
3431,2025-01-09 21:00:00,Органический поиск,test,4,False
3432,2025-01-31 11:00:00,Реферальная программа,control,8,True
3433,2025-01-24 22:00:00,Реферальная программа,control,8,True
3434,2025-01-27 22:00:00,Реферальная программа,control,8,True
3435,2025-01-21 20:00:00,Органический поиск,control,5,False
3436,2025-01-16 13:00:00,Email-рассылка,control,8,True
3437,2025-01-15 22:00:00,Органический поиск,test,2,False
3438,2025-01-06 11:00:00,Таргетированная реклама,control,3,False
3439,2025-01-14 15:00:00,Таргетированная реклама,control,2,False
3440,2025-01-17 15:00:00,Реферальная программа,control,2,False
3441,2025-01-03 10:00:00,Реферальная программа,control,2,False
3442,2025-01-02 22:00:00,Контекстная реклама,control,2,False
3443,2025-01-21 10:00:00,Таргетированная реклама,control,2,False
3444,2025-01-13 15:00:00,Реферальная программа,test,2,False
3445,2025-01-26 09:00:00,Таргетированная реклама,control,8,True
3446,2025-01-07 12:00:00,Органический поиск,test,8,True
3447,2025-01-20 20:00:00,Таргетированная реклама,test,1,False
3448,2025-01-13 18:00:00,Реферальная программа,control,2,False
3449,2025-01-10 13:00:00,Органический поиск,test,2,False
3450,2025-01-09 17:00:00,Таргетированная реклама,control,8,True
3451,2025-01-22 10:00:00,Реферальная программа,test,2,False
3452,2025-01-18 17:00:00,Таргетированная реклама,test,4,False
3453,2025-01-15 21:00:00,Реферальная программа,control,0,False
3454,2025-01-03 08:00:00,Реферальная программа,control,3,False
3455,2025-01-24 12:00:00,Email-рассылка,test,2,False
3456,2025-01-25 11:00:00,Таргетированная реклама,control,2,False
3457,2025-01-04 09:00:00,Органический поиск,control,1,False
3458,2025-01-08 21:00:00,Реферальная программа,control,8,True
3459,2025-01-22 18:00:00,Реферальная программа,control,8,True
3460,2025-01-23 17:00:00,Контекстная реклама,control,2,False
3461,2025-01-30 17:00:00,Реферальная программа,test,8,True
3462,2025-01-28 18:00:00,Таргетированная реклама,test,2,False
3463,2025-01-24 12:00:00,Таргетированная реклама,test,2,False
3464,2025-01-03 11:00:00,Таргетированная реклама,control,6,False
3465,2025-01-05 09:00:00,Органический поиск,test,8,True
3466,2025-01-06 10:00:00,Email-рассылка,test,2,False
3467,2025-01-10 10:00:00,Таргетированная реклама,control,7,False
3468,2025-01-08 19:00:00,Таргетированная реклама,control,6,False
3469,2025-01-20 12:00:00,Email-рассылка,test,2,False
3470,2025-01-22 13:00:00,Таргетированная реклама,test,1,False
3471,2025-01-22 19:00:00,Таргетированная реклама,test,2,False
3472,2025-01-31 22:00:00,Таргетированная реклама,control,4,False
3473,2025-01-06 09:00:00,Таргетированная реклама,control,2,False
3474,2025-01-25 16:00:00,Контекстная реклама,control,2,False
3475,2025-01-09 14:00:00,Email-рассылка,test,2,False
3476,2025-01-12 10:00:00,Контекстная реклама,test,4,False
3477,2025-01-22 13:00:00,Реферальная программа,test,0,False
3478,2025-01-01 19:00:00,Таргетированная реклама,test,5,False
3479,2025-01-01 12:00:00,Контекстная реклама,control,1,False
3480,2025-01-21 16:00:00,Органический поиск,control,8,True
3481,2025-01-14 14:00:00,Реферальная программа,control,8,True
3482,2025-01-02 08:00:00,Реферальная программа,test,0,False
3483,2025-01-12 20:00:00,Таргетированная реклама,control,0,False
3484,2025-01-25 20:00:00,Таргетированная реклама,control,2,False
3485,2025-01-06 20:00:00,Таргетированная реклама,control,0,False
3486,2025-01-09 14:00:00,Органический поиск,control,8,True
3487,2025-01-14 14:00:00,Органический поиск,control,1,False
3488,2025-01-08 18:00:00,Реферальная программа,control,8,True
3489,2025-01-04 22:00:00,Органический поиск,test,2,False
3490,2025-01-01 15:00:00,Реферальная программа,control,8,True
3491,2025-01-21 12:00:00,Контекстная реклама,test,8,True
3492,2025-01-10 15:00:00,Email-рассылка,test,2,False
3493,2025-01-18 16:00:00,Таргетированная реклама,test,2,False
3494,2025-01-18 17:00:00,Email-рассылка,test,2,False
3495,2025-01-13 22:00:00,Email-рассылка,control,1,False
3496,2025-01-30 16:00:00,Органический поиск,test,8,True
3497,2025-01-24 20:00:00,Таргетированная реклама,control,6,False
3498,2025-01-02 15:00:00,Органический поиск,test,3,False
3499,2025-01-29 14:00:00,Email-рассылка,control,3,False
3500,2025-01-13 21:00:00,Таргетированная реклама,control,2,False
3501,2025-01-25 12:00:00,Таргетированная реклама,test,0,False
3502,2025-01-17 12:00:00,Таргетированная реклама,control,0,False
3503,2025-01-09 16:00:00,Контекстная реклама,control,1,False
3504,2025-01-01 09:00:00,Реферальная программа,control,2,False
3505,2025-01-07 10:00:00,Реферальная программа,test,4,False
3506,2025-01-08 15:00:00,Таргетированная реклама,test,8,True
3507,2025-01-28 17:00:00,Таргетированная реклама,control,2,False
3508,2025-01-12 22:00:00,Контекстная реклама,test,2,False
3509,2025-01-09 09:00:00,Органический поиск,control,1,False
3510,2025-01-14 08:00:00,Органический поиск,control,2,False
3511,2025-01-02 18:00:00,Органический поиск,test,2,False
3512,2025-01-17 21:00:00,Таргетированная реклама,test,1,False
3513,2025-01-26 09:00:00,Органический поиск,control,4,False
3514,2025-01-20 12:00:00,Таргетированная реклама,control,2,False
3515,2025-01-15 18:00:00,Таргетированная реклама,test,2,False
3516,2025-01-30 17:00:00,Таргетированная реклама,control,1,False
3517,2025-01-27 21:00:00,Таргетированная реклама,test,1,False
3518,2025-01-08 17:00:00,Органический поиск,test,1,False
3519,2025-01-28 22:00:00,Органический поиск,test,8,True
3520,2025-01-30 12:00:00,Таргетированная реклама,control,8,True
3521,2025-01-30 19:00:00,Реферальная программа,control,1,False
3522,2025-01-17 16:00:00,Органический поиск,control,8,True
3523,2025-01-04 13:00:00,Органический поиск,test,4,False
3524,2025-01-08 18:00:00,Таргетированная реклама,test,8,True
3525,2025-01-18 20:00:00,Таргетированная реклама,test,3,False
3526,2025-01-23 16:00:00,Таргетированная реклама,test,8,True
3527,2025-01-01 18:00:00,Контекстная реклама,test,2,False
3528,2025-01-13 14:00:00,Органический поиск,control,2,False
3529,2025-01-30 20:00:00,Email-рассылка,control,2,False
3530,2025-01-22 13:00:00,Email-рассылка,test,8,True
3531,2025-01-27 17:00:00,Реферальная программа,test,2,False
3532,2025-01-27 16:00:00,Таргетированная реклама,control,1,False
3533,2025-01-31 15:00:00,Email-рассылка,control,2,False
3534,2025-01-04 21:00:00,Таргетированная реклама,control,8,True
3535,2025-01-28 18:00:00,Таргетированная реклама,control,3,False
3536,2025-01-08 16:00:00,Реферальная программа,test,2,False
3537,2025-01-19 18:00:00,Контекстная реклама,test,2,False
3538,2025-01-03 18:00:00,Таргетированная реклама,control,2,False
3539,2025-01-02 12:00:00,Реферальная программа,control,2,False
3540,2025-01-30 12:00:00,Email-рассылка,test,2,False
3541,2025-01-05 17:00:00,Контекстная реклама,test,8,True
3542,2025-01-05 10:00:00,Реферальная программа,control,2,False
3543,2025-01-17 20:00:00,Реферальная программа,control,3,False
3544,2025-01-04 19:00:00,Email-рассылка,control,3,False
3545,2025-01-02 17:00:00,Email-рассылка,control,3,False
3546,2025-01-19 12:00:00,Таргетированная реклама,test,1,False
3547,2025-01-23 22:00:00,Реферальная программа,test,2,False
3548,2025-01-14 19:00:00,Органический поиск,test,1,False
3549,2025-01-23 20:00:00,Email-рассылка,test,1,False
3550,2025-01-09 18:00:00,Таргетированная реклама,test,0,False
3551,2025-01-23 16:00:00,Email-рассылка,control,2,False
3552,2025-01-17 12:00:00,Контекстная реклама,test,0,False
3553,2025-01-10 10:00:00,Органический поиск,control,5,False
3554,2025-01-25 20:00:00,Email-рассылка,control,8,True
3555,2025-01-29 17:00:00,Email-рассылка,control,2,False
3556,2025-01-09 11:00:00,Таргетированная реклама,control,2,False
3557,2025-01-27 11:00:00,Контекстная реклама,control,2,False
3558,2025-01-26 15:00:00,Email-рассылка,test,0,False
3559,2025-01-27 17:00:00,Таргетированная реклама,control,2,False
3560,2025-01-09 19:00:00,Реферальная программа,control,2,False
3561,2025-01-10 15:00:00,Органический поиск,control,0,False
3562,2025-01-02 11:00:00,Таргетированная реклама,test,1,False
3563,2025-01-11 18:00:00,Таргетированная реклама,control,1,False
3564,2025-01-26 09:00:00,Органический поиск,control,4,False
3565,2025-01-18 10:00:00,Таргетированная реклама,test,2,False
3566,2025-01-27 13:00:00,Таргетированная реклама,test,3,False
3567,2025-01-09 16:00:00,Органический поиск,test,8,True
3568,2025-01-19 08:00:00,Реферальная программа,test,8,True
3569,2025-01-15 10:00:00,Органический поиск,test,8,True
3570,2025-01-29 18:00:00,Таргетированная реклама,control,1,False
3571,2025-01-15 14:00:00,Таргетированная реклама,control,4,False
3572,2025-01-18 14:00:00,Реферальная программа,test,8,True
3573,2025-01-07 15:00:00,Таргетированная реклама,control,4,False
3574,2025-01-15 10:00:00,Органический поиск,test,2,False
3575,2025-01-11 22:00:00,Органический поиск,test,4,False
3576,2025-01-22 21:00:00,Контекстная реклама,control,8,True
3577,2025-01-14 17:00:00,Органический поиск,test,2,False
3578,2025-01-27 09:00:00,Email-рассылка,test,2,False
3579,2025-01-05 18:00:00,Реферальная программа,test,4,False
3580,2025-01-08 20:00:00,Органический поиск,test,8,True
3581,2025-01-15 13:00:00,Органический поиск,control,8,True
3582,2025-01-16 10:00:00,Таргетированная реклама,control,8,True
3583,2025-01-10 18:00:00,Реферальная программа,control,2,False
3584,2025-01-14 17:00:00,Реферальная программа,control,8,True
3585,2025-01-02 13:00:00,Таргетированная реклама,test,4,False
3586,2025-01-08 12:00:00,Органический поиск,test,8,True
3587,2025-01-21 21:00:00,Email-рассылка,control,8,True
3588,2025-01-09 09:00:00,Email-рассылка,test,2,False
3589,2025-01-16 12:00:00,Контекстная реклама,test,0,False
3590,2025-01-18 15:00:00,Таргетированная реклама,test,8,True
3591,2025-01-03 16:00:00,Email-рассылка,test,0,False
3592,2025-01-04 11:00:00,Таргетированная реклама,control,0,False
3593,2025-01-07 16:00:00,Органический поиск,test,7,False
3594,2025-01-27 09:00:00,Контекстная реклама,control,8,True
3595,2025-01-10 15:00:00,Контекстная реклама,control,2,False
3596,2025-01-19 09:00:00,Органический поиск,test,3,False
3597,2025-01-24 13:00:00,Таргетированная реклама,control,2,False
3598,2025-01-15 18:00:00,Реферальная программа,test,1,False
3599,2025-01-19 10:00:00,Email-рассылка,control,2,False
3600,2025-01-05 10:00:00,Email-рассылка,control,1,False
3601,2025-01-19 22:00:00,Таргетированная реклама,test,8,True
3602,2025-01-28 14:00:00,Таргетированная реклама,test,2,False
3603,2025-01-15 08:00:00,Органический поиск,control,2,False
3604,2025-01-26 14:00:00,Органический поиск,control,3,False
3605,2025-01-23 12:00:00,Email-рассылка,test,2,False
3606,2025-01-09 20:00:00,Email-рассылка,control,2,False
3607,2025-01-11 21:00:00,Таргетированная реклама,test,2,False
3608,2025-01-04 19:00:00,Реферальная программа,test,2,False
3609,2025-01-29 18:00:00,Таргетированная реклама,control,2,False
3610,2025-01-03 16:00:00,Email-рассылка,control,8,True
3611,2025-01-04 08:00:00,Органический поиск,control,8,True
3612,2025-01-19 17:00:00,Реферальная программа,test,1,False
3613,2025-01-01 13:00:00,Органический поиск,control,2,False
3614,2025-01-05 12:00:00,Органический поиск,control,4,False
3615,2025-01-26 16:00:00,Таргетированная реклама,test,8,True
3616,2025-01-10 11:00:00,Контекстная реклама,control,4,False
3617,2025-01-26 22:00:00,Контекстная реклама,test,4,False
3618,2025-01-15 16:00:00,Email-рассылка,control,1,False
3619,2025-01-05 19:00:00,Реферальная программа,control,2,False
3620,2025-01-24 09:00:00,Реферальная программа,control,2,False
3621,2025-01-08 08:00:00,Реферальная программа,test,3,False
3622,2025-01-08 10:00:00,Email-рассылка,control,2,False
3623,2025-01-01 10:00:00,Email-рассылка,test,8,True
3624,2025-01-05 16:00:00,Реферальная программа,control,8,True
3625,2025-01-30 17:00:00,Реферальная программа,test,7,False
3626,2025-01-25 21:00:00,Органический поиск,control,6,False
3627,2025-01-27 09:00:00,Контекстная реклама,test,3,False
3628,2025-01-21 15:00:00,Таргетированная реклама,test,2,False
3629,2025-01-12 17:00:00,Контекстная реклама,test,1,False
3630,2025-01-19 14:00:00,Органический поиск,test,1,False
3631,2025-01-21 09:00:00,Email-рассылка,control,8,True
3632,2025-01-12 09:00:00,Таргетированная реклама,control,2,False
3633,2025-01-03 08:00:00,Email-рассылка,test,1,False
3634,2025-01-15 12:00:00,Контекстная реклама,test,6,False
3635,2025-01-22 10:00:00,Реферальная программа,control,8,True
3636,2025-01-10 22:00:00,Органический поиск,test,8,True
3637,2025-01-12 17:00:00,Органический поиск,control,4,False
3638,2025-01-13 09:00:00,Органический поиск,control,4,False
3639,2025-01-08 17:00:00,Таргетированная реклама,test,2,False
3640,2025-01-08 15:00:00,Органический поиск,control,0,False
3641,2025-01-07 20:00:00,Таргетированная реклама,control,0,False
3642,2025-01-23 10:00:00,Реферальная программа,control,2,False
3643,2025-01-31 13:00:00,Реферальная программа,test,8,True
3644,2025-01-24 15:00:00,Таргетированная реклама,test,1,False
3645,2025-01-23 15:00:00,Таргетированная реклама,test,8,True
3646,2025-01-23 10:00:00,Таргетированная реклама,test,2,False
3647,2025-01-13 20:00:00,Контекстная реклама,test,6,False
3648,2025-01-16 10:00:00,Реферальная программа,control,2,False
3649,2025-01-09 14:00:00,Контекстная реклама,test,8,True
3650,2025-01-27 16:00:00,Органический поиск,test,2,False
3651,2025-01-04 14:00:00,Контекстная реклама,test,1,False
3652,2025-01-08 13:00:00,Таргетированная реклама,test,2,False
3653,2025-01-18 18:00:00,Реферальная программа,test,2,False
3654,2025-01-20 15:00:00,Контекстная реклама,control,2,False
3655,2025-01-03 18:00:00,Таргетированная реклама,test,1,False
3656,2025-01-26 19:00:00,Органический поиск,control,2,False
3657,2025-01-04 21:00:00,Органический поиск,control,3,False
3658,2025-01-08 15:00:00,Контекстная реклама,test,1,False
3659,2025-01-20 14:00:00,Контекстная реклама,control,0,False
3660,2025-01-05 21:00:00,Таргетированная реклама,test,8,True
3661,2025-01-09 22:00:00,Контекстная реклама,control,8,True
3662,2025-01-16 21:00:00,Органический поиск,test,8,True
3663,2025-01-01 11:00:00,Таргетированная реклама,control,2,False
3664,2025-01-06 21:00:00,Реферальная программа,control,3,False
3665,2025-01-09 17:00:00,Реферальная программа,test,2,False
3666,2025-01-28 15:00:00,Контекстная реклама,test,8,True
3667,2025-01-17 09:00:00,Таргетированная реклама,control,2,False
3668,2025-01-16 10:00:00,Реферальная программа,control,0,False
3669,2025-01-16 20:00:00,Органический поиск,test,4,False
3670,2025-01-23 12:00:00,Реферальная программа,test,2,False
3671,2025-01-20 15:00:00,Органический поиск,control,8,True
3672,2025-01-14 14:00:00,Органический поиск,control,8,True
3673,2025-01-30 13:00:00,Таргетированная реклама,test,2,False
3674,2025-01-20 14:00:00,Таргетированная реклама,test,2,False
3675,2025-01-17 12:00:00,Email-рассылка,test,1,False
3676,2025-01-01 21:00:00,Контекстная реклама,control,7,False
3677,2025-01-23 15:00:00,Таргетированная реклама,control,2,False
3678,2025-01-31 12:00:00,Контекстная реклама,control,8,True
3679,2025-01-17 11:00:00,Органический поиск,test,8,True
3680,2025-01-14 20:00:00,Реферальная программа,control,8,True
3681,2025-01-22 19:00:00,Таргетированная реклама,test,2,False
3682,2025-01-19 20:00:00,Реферальная программа,test,2,False
3683,2025-01-04 16:00:00,Таргетированная реклама,test,1,False
3684,2025-01-02 12:00:00,Органический поиск,test,1,False
3685,2025-01-01 11:00:00,Реферальная программа,control,8,True
3686,2025-01-19 13:00:00,Органический поиск,control,6,False
3687,2025-01-12 09:00:00,Реферальная программа,control,2,False
3688,2025-01-19 12:00:00,Таргетированная реклама,control,5,False
3689,2025-01-06 13:00:00,Таргетированная реклама,test,1,False
3690,2025-01-18 09:00:00,Email-рассылка,control,1,False
3691,2025-01-26 10:00:00,Органический поиск,test,2,False
3692,2025-01-12 09:00:00,Таргетированная реклама,test,1,False
3693,2025-01-26 13:00:00,Органический поиск,control,8,True
3694,2025-01-05 21:00:00,Email-рассылка,control,1,False
3695,2025-01-28 22:00:00,Таргетированная реклама,control,0,False
3696,2025-01-14 09:00:00,Таргетированная реклама,test,1,False
3697,2025-01-12 16:00:00,Таргетированная реклама,test,5,False
3698,2025-01-15 08:00:00,Таргетированная реклама,test,8,True
3699,2025-01-07 17:00:00,Органический поиск,control,8,True
3700,2025-01-03 17:00:00,Таргетированная реклама,control,8,True
3701,2025-01-30 15:00:00,Email-рассылка,test,4,False
3702,2025-01-07 12:00:00,Таргетированная реклама,test,8,True
3703,2025-01-06 14:00:00,Таргетированная реклама,test,1,False
3704,2025-01-04 08:00:00,Органический поиск,control,8,True
3705,2025-01-23 17:00:00,Органический поиск,control,2,False
3706,2025-01-20 19:00:00,Email-рассылка,control,8,True
3707,2025-01-03 09:00:00,Таргетированная реклама,control,8,True
3708,2025-01-07 22:00:00,Таргетированная реклама,control,8,True
3709,2025-01-02 10:00:00,Email-рассылка,test,0,False
3710,2025-01-02 21:00:00,Реферальная программа,control,2,False
3711,2025-01-23 22:00:00,Email-рассылка,test,2,False
3712,2025-01-18 14:00:00,Реферальная программа,test,8,True
3713,2025-01-26 20:00:00,Контекстная реклама,test,6,False
3714,2025-01-21 16:00:00,Таргетированная реклама,test,4,False
3715,2025-01-26 12:00:00,Контекстная реклама,test,2,False
3716,2025-01-24 18:00:00,Контекстная реклама,control,2,False
3717,2025-01-14 13:00:00,Таргетированная реклама,control,0,False
3718,2025-01-06 10:00:00,Контекстная реклама,test,7,False
3719,2025-01-03 19:00:00,Реферальная программа,test,2,False
3720,2025-01-30 10:00:00,Таргетированная реклама,test,2,False
3721,2025-01-06 22:00:00,Органический поиск,control,2,False
3722,2025-01-27 10:00:00,Таргетированная реклама,test,0,False
3723,2025-01-20 12:00:00,Реферальная программа,test,3,False
3724,2025-02-16 20:00:00,Контекстная реклама,test,2,False
3725,2025-02-18 20:00:00,Реферальная программа,test,2,False
3726,2025-02-18 14:00:00,Email-рассылка,control,4,False
3727,2025-02-09 17:00:00,Email-рассылка,control,2,False
3728,2025-02-04 22:00:00,Таргетированная реклама,control,2,False
3729,2025-02-12 12:00:00,Реферальная программа,control,8,True
3730,2025-02-18 12:00:00,Таргетированная реклама,control,0,False
3731,2025-02-01 09:00:00,Органический поиск,test,8,True
3732,2025-02-19 18:00:00,Таргетированная реклама,control,2,False
3733,2025-02-22 18:00:00,Таргетированная реклама,control,2,False
3734,2025-02-13 09:00:00,Реферальная программа,test,8,True
3735,2025-02-24 18:00:00,Таргетированная реклама,control,1,False
3736,2025-02-07 12:00:00,Таргетированная реклама,test,2,False
3737,2025-02-18 15:00:00,Email-рассылка,test,4,False
3738,2025-02-11 16:00:00,Email-рассылка,test,8,True
3739,2025-02-21 16:00:00,Таргетированная реклама,test,8,True
3740,2025-02-05 16:00:00,Реферальная программа,control,3,False
3741,2025-02-25 13:00:00,Реферальная программа,control,8,True
3742,2025-02-22 18:00:00,Таргетированная реклама,control,1,False
3743,2025-02-12 11:00:00,Таргетированная реклама,test,8,True
3744,2025-02-13 21:00:00,Органический поиск,control,3,False
3745,2025-02-20 13:00:00,Реферальная программа,test,2,False
3746,2025-02-01 19:00:00,Таргетированная реклама,control,1,False
3747,2025-02-01 17:00:00,Реферальная программа,control,2,False
3748,2025-02-02 14:00:00,Реферальная программа,test,2,False
3749,2025-02-07 15:00:00,Органический поиск,test,2,False
3750,2025-02-21 15:00:00,Таргетированная реклама,test,1,False
3751,2025-02-09 14:00:00,Контекстная реклама,control,2,False
3752,2025-02-12 16:00:00,Таргетированная реклама,control,8,True
3753,2025-02-12 15:00:00,Контекстная реклама,control,2,False
3754,2025-02-27 20:00:00,Органический поиск,control,8,True
3755,2025-02-05 11:00:00,Контекстная реклама,test,2,False
3756,2025-02-20 19:00:00,Email-рассылка,test,8,True
3757,2025-02-11 14:00:00,Реферальная программа,test,2,False
3758,2025-02-04 20:00:00,Таргетированная реклама,control,3,False
3759,2025-02-28 20:00:00,Таргетированная реклама,test,1,False
3760,2025-02-28 09:00:00,Контекстная реклама,test,8,True
3761,2025-02-22 21:00:00,Контекстная реклама,control,3,False
3762,2025-02-19 20:00:00,Email-рассылка,control,8,True
3763,2025-02-02 17:00:00,Email-рассылка,test,1,False
3764,2025-02-20 10:00:00,Реферальная программа,test,8,True
3765,2025-02-08 20:00:00,Таргетированная реклама,control,2,False
3766,2025-02-10 16:00:00,Таргетированная реклама,control,2,False
3767,2025-02-19 11:00:00,Органический поиск,control,4,False
3768,2025-02-08 17:00:00,Контекстная реклама,control,1,False
3769,2025-02-08 09:00:00,Реферальная программа,test,4,False
3770,2025-02-17 18:00:00,Email-рассылка,control,8,True
3771,2025-02-16 10:00:00,Таргетированная реклама,control,4,False
3772,2025-02-05 12:00:00,Таргетированная реклама,control,1,False
3773,2025-02-16 08:00:00,Таргетированная реклама,control,2,False
3774,2025-02-03 13:00:00,Email-рассылка,control,2,False
3775,2025-02-16 17:00:00,Таргетированная реклама,control,2,False
3776,2025-02-02 17:00:00,Органический поиск,test,0,False
3777,2025-02-21 14:00:00,Email-рассылка,test,1,False
3778,2025-02-06 12:00:00,Реферальная программа,control,8,True
3779,2025-02-15 09:00:00,Реферальная программа,control,8,True
3780,2025-02-08 13:00:00,Email-рассылка,control,4,False
3781,2025-02-09 19:00:00,Email-рассылка,test,2,False
3782,2025-02-09 21:00:00,Таргетированная реклама,control,4,False
3783,2025-02-07 21:00:00,Таргетированная реклама,test,0,False
3784,2025-02-17 09:00:00,Реферальная программа,control,2,False
3785,2025-02-12 09:00:00,Таргетированная реклама,test,3,False
3786,2025-02-09 13:00:00,Реферальная программа,control,8,True
