merchant_id,industry,tx_count_90d,avg_check_rub,gmv_90d_rub
4148,Красота и здоровье,268,2266,607288
4149,Электроника,252,13593,3425436
4152,Услуги и подписки,326,1661,541486
4153,Одежда и обувь,380,3743,1422340
4155,Одежда и обувь,186,3494,649884
4157,Одежда и обувь,352,3268,1150336
4158,Продукты питания,471,1840,866640
4160,Товары для дома,168,4081,685608
4162,Красота и здоровье,347,2404,834188
4163,Одежда и обувь,542,3281,1778302
4167,Хобби и DIY,301,2438,733838
4168,Электроника,211,13025,2748275
4169,Красота и здоровье,519,3065,1590735
4171,Одежда и обувь,478,4081,1950718
4174,Товары для дома,618,4556,2815608
4175,Электроника,140,15504,2170560
4177,Электроника,113,14537,1642681
4178,Хобби и DIY,335,2474,828790
4179,Одежда и обувь,383,3603,1379949
4180,Товары для дома,137,4887,669519
4189,Одежда и обувь,292,2559,747228
4190,Одежда и обувь,411,2878,1182858
4191,Одежда и обувь,467,3689,1722763
4192,Красота и здоровье,402,2115,850230
4194,Электроника,275,15568,4281200
4206,Красота и здоровье,325,2912,946400
4212,Услуги и подписки,489,1623,793647
4215,Электроника,282,10405,2934210
4220,Красота и здоровье,193,2926,564718
4226,Одежда и обувь,316,3792,1198272
4227,Электроника,141,14183,1999803
4228,Одежда и обувь,166,3784,628144
4230,Хобби и DIY,167,3265,545255
4232,Одежда и обувь,477,3103,1480131
4234,Товары для дома,613,4784,2932592
4235,Электроника,330,11445,3776850
4237,Хобби и DIY,136,2953,401608
4242,Хобби и DIY,274,2622,718428
4243,Электроника,165,10747,1773255
4244,Хобби и DIY,207,2724,563868
4246,Продукты питания,142,1442,204764
4248,Одежда и обувь,398,3429,1364742
4251,Услуги и подписки,318,1522,483996
4253,Услуги и подписки,251,1420,356420
4258,Одежда и обувь,1101,3810,4194810
4259,Красота и здоровье,390,2035,793650
4260,Одежда и обувь,757,3438,2602566
4263,Одежда и обувь,609,3480,2119320
4266,Электроника,182,12731,2317042
4268,Красота и здоровье,532,2984,1587488
4269,Электроника,481,11810,5680610
4270,Продукты питания,130,1878,244140
4271,Красота и здоровье,184,2633,484472
4276,Одежда и обувь,558,3240,1807920
4278,Электроника,378,10387,3926286
4281,Красота и здоровье,494,3073,1518062
4282,Одежда и обувь,345,3080,1062600
4283,Электроника,145,11625,1685625
4286,Продукты питания,621,1388,861948
4288,Продукты питания,295,1913,564335
4293,Продукты питания,479,1940,929260
4298,Одежда и обувь,372,3912,1455264
4299,Красота и здоровье,419,2483,1040377
4301,Одежда и обувь,766,3503,2683298
4302,Товары для дома,57,5489,312873
4304,Одежда и обувь,1452,3964,5755728
4306,Товары для дома,714,5120,3655680
4311,Товары для дома,82,4694,384908
4312,Одежда и обувь,476,3891,1852116
4314,Хобби и DIY,65,3098,201370
4317,Продукты питания,127,1505,191135
4325,Электроника,281,13337,3747697
4327,Одежда и обувь,1463,3799,5557937
4332,Услуги и подписки,286,1630,466180
4333,Услуги и подписки,685,1451,993935
4334,Одежда и обувь,375,3205,1201875
4340,Одежда и обувь,243,3962,962766
4341,Электроника,145,13177,1910665
4342,Одежда и обувь,351,3325,1167075
4343,Хобби и DIY,203,2655,538965
4344,Электроника,327,12799,4185273
4345,Красота и здоровье,170,2553,434010
4346,Хобби и DIY,76,3073,233548
4348,Электроника,292,13473,3934116
4349,Хобби и DIY,132,2820,372240
4351,Одежда и обувь,829,3319,2751451
4354,Продукты питания,261,2032,530352
4355,Одежда и обувь,376,3032,1140032
4357,Продукты питания,721,1941,1399461
4358,Хобби и DIY,251,2174,545674
4360,Одежда и обувь,1161,3299,3830139
4361,Хобби и DIY,143,2532,362076
4363,Одежда и обувь,1101,3388,3730188
4365,Продукты питания,524,1805,945820
4368,Услуги и подписки,362,1593,576666
4371,Товары для дома,156,4499,701844
4374,Товары для дома,360,5411,1947960
4378,Одежда и обувь,470,4035,1896450
4381,Электроника,501,11138,5580138
4383,Продукты питания,410,2041,836810
4388,Товары для дома,226,4742,1071692
4395,Услуги и подписки,586,1668,977448
4397,Продукты питания,429,1653,709137
4398,Услуги и подписки,182,1717,312494
4399,Электроника,78,12225,953550
4401,Товары для дома,153,4770,729810
4403,Электроника,66,12463,822558
4406,Электроника,171,11083,1895193
4407,Одежда и обувь,866,3721,3222386
4419,Электроника,132,11883,1568556
4421,Одежда и обувь,2174,3602,7830748
4424,Услуги и подписки,133,1453,193249
4425,Электроника,241,12476,3006716
4427,Красота и здоровье,407,2913,1185591
4428,Хобби и DIY,127,2214,281178
4430,Одежда и обувь,496,2464,1222144
4431,Хобби и DIY,399,2472,986328
4434,Одежда и обувь,974,3359,3271666
4435,Одежда и обувь,903,3299,2978997
4439,Красота и здоровье,191,2363,451333
4440,Продукты питания,538,2282,1227716
4441,Хобби и DIY,251,3106,779606
4443,Электроника,290,8706,2524740
4448,Красота и здоровье,148,2390,353720
4450,Услуги и подписки,350,1569,549150
4451,Красота и здоровье,384,2702,1037568
4453,Электроника,333,11557,3848481
4455,Электроника,156,14835,2314260
4456,Услуги и подписки,154,1336,205744
4459,Одежда и обувь,321,3389,1087869
4460,Красота и здоровье,391,2576,1007216
4462,Электроника,341,13173,4491993
4463,Электроника,147,11916,1751652
4466,Услуги и подписки,341,1587,541167
4467,Одежда и обувь,175,3058,535150
4468,Товары для дома,77,5096,392392
4470,Продукты питания,533,1769,942877
4471,Красота и здоровье,412,3035,1250420
4472,Продукты питания,608,1844,1121152
4477,Одежда и обувь,171,3470,593370
4480,Услуги и подписки,645,1696,1093920
4482,Одежда и обувь,397,3486,1383942
4484,Красота и здоровье,229,2851,652879
4486,Услуги и подписки,419,1283,537577
4487,Одежда и обувь,565,3625,2048125
4489,Продукты питания,1040,1854,1928160
4493,Услуги и подписки,431,1654,712874
4502,Электроника,420,13542,5687640
4504,Электроника,143,13605,1945515
4510,Красота и здоровье,628,2819,1770332
4512,Красота и здоровье,94,2921,274574
4513,Товары для дома,239,3687,881193
4515,Продукты питания,196,1723,337708
4516,Электроника,194,12773,2477962
4517,Красота и здоровье,354,2233,790482
4520,Электроника,305,12433,3792065
4524,Красота и здоровье,368,2662,979616
4525,Электроника,121,15230,1842830
4533,Электроника,140,13913,1947820
4536,Электроника,202,13910,2809820
4538,Электроника,126,12883,1623258
4551,Хобби и DIY,309,2141,661569
4553,Товары для дома,204,4475,912900
4558,Услуги и подписки,511,1207,616777
4560,Электроника,124,13666,1694584
4569,Товары для дома,353,4960,1750880
4570,Хобби и DIY,143,2769,395967
4574,Услуги и подписки,551,1591,876641
4580,Одежда и обувь,1548,3210,4969080
4583,Красота и здоровье,359,2194,787646
4585,Продукты питания,1167,1801,2101767
4591,Красота и здоровье,294,2743,806442
4593,Электроника,201,10173,2044773
4599,Красота и здоровье,302,2662,803924
4603,Одежда и обувь,311,2910,905010
4605,Продукты питания,917,2035,1866095
4606,Электроника,196,10840,2124640
4607,Одежда и обувь,429,3720,1595880
4611,Электроника,122,10654,1299788
4612,Продукты питания,1162,1684,1956808
4614,Электроника,166,13840,2297440
4617,Электроника,165,12530,2067450
4619,Одежда и обувь,950,2598,2468100
4622,Услуги и подписки,679,1627,1104733
4630,Хобби и DIY,121,2014,243694
4638,Продукты питания,578,1859,1074502
4639,Электроника,254,15986,4060444
4642,Хобби и DIY,145,2726,395270
4643,Одежда и обувь,438,3258,1427004
4649,Одежда и обувь,387,3371,1304577
4653,Хобби и DIY,283,2346,663918
4655,Красота и здоровье,368,2654,976672
4656,Одежда и обувь,564,4285,2416740
4664,Красота и здоровье,216,2467,532872
4670,Одежда и обувь,957,3069,2937033
4673,Одежда и обувь,643,3593,2310299
4674,Электроника,112,13944,1561728
4675,Красота и здоровье,264,2632,694848
4677,Хобби и DIY,243,2600,631800
4678,Одежда и обувь,205,3626,743330
4680,Красота и здоровье,314,2142,672588
4681,Одежда и обувь,855,3201,2736855
4683,Красота и здоровье,367,1879,689593
4685,Одежда и обувь,811,3356,2721716
4687,Красота и здоровье,102,2533,258366
4688,Хобби и DIY,78,3041,237198
4689,Одежда и обувь,884,3052,2697968
4692,Электроника,225,14395,3238875
4693,Одежда и обувь,467,3314,1547638
4699,Одежда и обувь,629,3661,2302769
4700,Электроника,251,13985,3510235
4701,Электроника,138,12874,1776612
4703,Услуги и подписки,198,1549,306702
4704,Услуги и подписки,139,1396,194044
4705,Одежда и обувь,1202,3889,4674578
4707,Услуги и подписки,302,1985,599470
4708,Одежда и обувь,1248,2805,3500640
4709,Красота и здоровье,153,2621,401013
4710,Одежда и обувь,580,3282,1903560
4711,Электроника,94,13486,1267684
4713,Электроника,474,10324,4893576
4715,Красота и здоровье,1432,2271,3252072
4716,Услуги и подписки,578,1811,1046758
4719,Красота и здоровье,173,3057,528861
4720,Электроника,95,10340,982300
4721,Услуги и подписки,275,1855,510125
4723,Хобби и DIY,173,2459,425407
4725,Товары для дома,333,5392,1795536
4732,Электроника,234,12633,2956122
4734,Красота и здоровье,323,2682,866286
4735,Одежда и обувь,476,3464,1648864
4738,Красота и здоровье,204,2902,592008
4744,Товары для дома,363,4612,1674156
4745,Одежда и обувь,146,4172,609112
4746,Одежда и обувь,570,3864,2202480
4750,Одежда и обувь,612,3267,1999404
4751,Электроника,159,12918,2053962
4753,Хобби и DIY,250,2751,687750
4757,Продукты питания,705,1816,1280280
4758,Одежда и обувь,604,3278,1979912
4759,Электроника,643,14091,9060513
4760,Одежда и обувь,368,3656,1345408
4761,Продукты питания,318,1786,567948
4762,Одежда и обувь,430,3443,1480490
4764,Товары для дома,465,4328,2012520
4767,Электроника,220,15467,3402740
4769,Одежда и обувь,188,3724,700112
4770,Электроника,150,12705,1905750
4773,Товары для дома,180,5016,902880
4776,Продукты питания,1040,2090,2173600
4782,Хобби и DIY,103,2532,260796
4787,Электроника,178,12807,2279646
4789,Хобби и DIY,67,2932,196444
4790,Одежда и обувь,589,2913,1715757
4792,Товары для дома,704,5229,3681216
4802,Одежда и обувь,342,4422,1512324
4804,Одежда и обувь,902,2730,2462460
4807,Товары для дома,223,5440,1213120
4809,Хобби и DIY,158,2305,364190
4811,Товары для дома,352,4090,1439680
4814,Одежда и обувь,271,3241,878311
4815,Одежда и обувь,354,3617,1280418
4822,Электроника,109,13674,1490466
4825,Продукты питания,1039,1874,1947086
4831,Товары для дома,446,4272,1905312
4834,Одежда и обувь,930,3342,3108060
4837,Электроника,314,10015,3144710
4838,Красота и здоровье,499,2863,1428637
4839,Красота и здоровье,131,2478,324618
4844,Услуги и подписки,209,1699,355091
4846,Одежда и обувь,479,3003,1438437
4855,Товары для дома,269,5216,1403104
4857,Продукты питания,234,1497,350298
4867,Одежда и обувь,252,3950,995400
4869,Электроника,101,13477,1361177
4871,Электроника,119,12244,1457036
4873,Электроника,147,12130,1783110
4878,Красота и здоровье,404,2502,1010808
4879,Одежда и обувь,496,3399,1685904
4883,Одежда и обувь,1055,2750,2901250
4884,Продукты питания,577,1825,1053025
4885,Продукты питания,346,1829,632834
4895,Красота и здоровье,410,2918,1196380
4896,Хобби и DIY,151,2531,382181
4897,Продукты питания,296,1665,492840
4898,Услуги и подписки,299,1488,444912
4900,Одежда и обувь,678,3639,2467242
4901,Одежда и обувь,938,3438,3224844
4905,Товары для дома,841,4934,4149494
4919,Продукты питания,826,1911,1578486
4921,Одежда и обувь,312,3335,1040520
4922,Электроника,75,11940,895500
4924,Электроника,367,11593,4254631
4931,Красота и здоровье,299,2609,780091
4935,Одежда и обувь,367,3533,1296611
4937,Хобби и DIY,393,2721,1069353
4939,Электроника,162,10038,1626156
4941,Услуги и подписки,273,1667,455091
4945,Электроника,127,10690,1357630
4946,Одежда и обувь,176,2861,503536
4947,Продукты питания,247,1661,410267
4949,Электроника,127,12141,1541907
4952,Электроника,73,12627,921771
4958,Товары для дома,261,5475,1428975
4959,Электроника,208,14325,2979600
4961,Одежда и обувь,891,2691,2397681
4965,Товары для дома,165,3845,634425
4968,Красота и здоровье,114,2934,334476
4970,Электроника,150,12528,1879200
4971,Товары для дома,126,4295,541170
4972,Одежда и обувь,532,3638,1935416
4975,Одежда и обувь,870,3859,3357330
4983,Красота и здоровье,239,2730,652470
4991,Электроника,173,11612,2008876
4992,Услуги и подписки,94,1112,104528
4994,Одежда и обувь,436,3612,1574832
4999,Услуги и подписки,701,1477,1035377
5000,Электроника,245,11511,2820195
5004,Электроника,117,10393,1215981
5005,Одежда и обувь,291,3491,1015881
5007,Услуги и подписки,286,1401,400686
5024,Одежда и обувь,714,3467,2475438
5025,Электроника,118,14199,1675482
5029,Красота и здоровье,288,2388,687744
5031,Электроника,62,16054,995348
5032,Одежда и обувь,844,3355,2831620
5035,Товары для дома,156,5343,833508
5036,Товары для дома,354,4589,1624506
5038,Одежда и обувь,654,3638,2379252
5042,Красота и здоровье,413,2318,957334
5045,Электроника,156,13807,2153892
5047,Одежда и обувь,1335,4416,5895360
5049,Одежда и обувь,378,2956,1117368
5051,Одежда и обувь,1346,2451,3299046
5052,Услуги и подписки,333,1390,462870
5055,Электроника,193,13256,2558408
5056,Электроника,159,12938,2057142
5057,Одежда и обувь,574,3228,1852872
5059,Одежда и обувь,543,3838,2084034
5060,Хобби и DIY,417,2553,1064601
5061,Хобби и DIY,82,2985,244770
5067,Одежда и обувь,485,3246,1574310
5070,Электроника,107,11422,1222154
5075,Электроника,131,12982,1700642
5076,Услуги и подписки,293,1531,448583
5077,Электроника,412,15665,6453980
5078,Одежда и обувь,704,3575,2516800
5081,Красота и здоровье,189,2687,507843
5082,Услуги и подписки,247,1521,375687
5083,Электроника,339,11936,4046304
5085,Услуги и подписки,210,1456,305760
5089,Товары для дома,269,4592,1235248
5092,Хобби и DIY,200,2743,548600
5094,Продукты питания,363,1550,562650
5095,Товары для дома,151,3882,586182
5100,Одежда и обувь,620,3092,1917040
5101,Продукты питания,1457,1702,2479814
5102,Красота и здоровье,248,2691,667368
5103,Электроника,134,11917,1596878
5104,Услуги и подписки,436,1594,694984
5106,Товары для дома,927,4520,4190040
5109,Электроника,113,16165,1826645
5113,Одежда и обувь,282,3288,927216
5114,Хобби и DIY,248,2825,700600
5115,Электроника,282,11798,3327036
5116,Электроника,105,12130,1273650
5117,Услуги и подписки,246,1575,387450
5118,Красота и здоровье,169,2599,439231
5120,Товары для дома,204,5326,1086504
5122,Одежда и обувь,461,3814,1758254
5123,Одежда и обувь,911,4239,3861729
5127,Товары для дома,490,5321,2607290
5130,Хобби и DIY,152,2712,412224
5139,Хобби и DIY,366,2567,939522
5141,Продукты питания,695,1740,1209300
5143,Одежда и обувь,261,3231,843291
5144,Электроника,336,13130,4411680
5146,Одежда и обувь,843,3876,3267468
5148,Продукты питания,1180,1984,2341120
5150,Одежда и обувь,625,3283,2051875
5151,Одежда и обувь,1432,2910,4167120
5154,Продукты питания,158,1721,271918
5156,Красота и здоровье,251,2667,669417
5158,Электроника,61,13656,833016
5160,Электроника,152,14250,2166000
5161,Электроника,197,14249,2807053
5164,Красота и здоровье,316,2285,722060
5167,Товары для дома,417,4491,1872747
5169,Хобби и DIY,625,2976,1860000
5170,Электроника,148,14398,2130904
5171,Продукты питания,825,1898,1565850
5175,Товары для дома,370,5841,2161170
5179,Одежда и обувь,663,3867,2563821
5184,Электроника,288,13836,3984768
5190,Продукты питания,340,1979,672860
5201,Одежда и обувь,966,2704,2612064
5202,Электроника,81,11367,920727
5204,Электроника,196,12655,2480380
5205,Одежда и обувь,456,4059,1850904
5207,Услуги и подписки,1140,1739,1982460
5210,Красота и здоровье,177,2381,421437
5212,Продукты питания,538,2122,1141636
5220,Электроника,361,11429,4125869
5221,Товары для дома,184,3360,618240
5222,Одежда и обувь,552,4187,2311224
5225,Товары для дома,189,3590,678510
5226,Одежда и обувь,426,2239,953814
5227,Красота и здоровье,810,2677,2168370
5231,Услуги и подписки,103,1443,148629
5232,Хобби и DIY,186,2813,523218
5235,Одежда и обувь,172,4157,715004
5239,Электроника,304,14289,4343856
5240,Продукты питания,332,2026,672632
5241,Услуги и подписки,112,1343,150416
5242,Услуги и подписки,268,1410,377880
5248,Товары для дома,129,5240,675960
5251,Красота и здоровье,554,2465,1365610
5252,Услуги и подписки,515,1644,846660
5257,Товары для дома,134,5031,674154
5258,Красота и здоровье,433,2539,1099387
5260,Одежда и обувь,379,3858,1462182
5261,Электроника,154,12425,1913450
5264,Электроника,540,10700,5778000
5265,Одежда и обувь,440,3906,1718640
5266,Электроника,404,12810,5175240
5268,Красота и здоровье,849,2530,2147970
5269,Электроника,152,12609,1916568
5271,Товары для дома,294,4564,1341816
5278,Электроника,140,16819,2354660
5281,Услуги и подписки,295,1267,373765
5283,Электроника,261,13353,3485133
5285,Одежда и обувь,520,3484,1811680
5291,Услуги и подписки,363,1645,597135
5292,Продукты питания,282,1819,512958
5293,Красота и здоровье,197,2987,588439
5294,Одежда и обувь,445,3264,1452480
5295,Одежда и обувь,590,3199,1887410
5296,Товары для дома,514,4950,2544300
5297,Электроника,164,13335,2186940
5298,Услуги и подписки,367,1697,622799
5302,Товары для дома,150,4139,620850
5303,Одежда и обувь,875,3776,3304000
5304,Электроника,147,14316,2104452
5305,Одежда и обувь,483,3700,1787100
5309,Одежда и обувь,564,3374,1902936
5314,Электроника,135,12056,1627560
5316,Хобби и DIY,88,2862,251856
5317,Одежда и обувь,701,3496,2450696
5318,Продукты питания,682,1563,1065966
5319,Товары для дома,121,5437,657877
5320,Товары для дома,290,4503,1305870
5322,Хобби и DIY,184,2493,458712
5325,Электроника,149,14450,2153050
5327,Хобби и DIY,132,2756,363792
5328,Услуги и подписки,527,1472,775744
5330,Услуги и подписки,965,1434,1383810
5332,Товары для дома,516,4762,2457192
5335,Электроника,245,12763,3126935
5339,Электроника,348,15339,5337972
5340,Услуги и подписки,379,1154,437366
5346,Красота и здоровье,221,3386,748306
5347,Одежда и обувь,665,4357,2897405
5348,Товары для дома,120,4689,562680
5353,Продукты питания,274,1943,532382
5354,Одежда и обувь,912,3477,3171024
5356,Одежда и обувь,489,3837,1876293
5357,Красота и здоровье,204,2644,539376
5363,Услуги и подписки,209,1570,328130
5364,Электроника,92,14623,1345316
5365,Красота и здоровье,384,1997,766848
5366,Услуги и подписки,230,1472,338560
5367,Красота и здоровье,280,2673,748440
5369,Красота и здоровье,403,2500,1007500
5372,Одежда и обувь,652,2708,1765616
5375,Одежда и обувь,282,3419,964158
5376,Услуги и подписки,154,1403,216062
5377,Электроника,173,12149,2101777
5378,Электроника,258,12792,3300336
5381,Красота и здоровье,222,2074,460428
5382,Электроника,135,12361,1668735
5383,Одежда и обувь,584,3124,1824416
5384,Электроника,193,10834,2090962
5388,Одежда и обувь,525,3606,1893150
5392,Красота и здоровье,395,2201,869395
5394,Услуги и подписки,176,1600,281600
5397,Услуги и подписки,667,1659,1106553
5400,Красота и здоровье,271,2566,695386
5404,Электроника,454,14488,6577552
5406,Красота и здоровье,97,3324,322428
5408,Товары для дома,98,5238,513324
5409,Товары для дома,239,4721,1128319
5410,Красота и здоровье,555,2969,1647795
5411,Одежда и обувь,614,2610,1602540
5412,Хобби и DIY,151,3459,522309
5418,Одежда и обувь,632,3441,2174712
5419,Услуги и подписки,287,1551,445137
5420,Одежда и обувь,1589,2764,4391996
5421,Хобби и DIY,121,2997,362637
5430,Хобби и DIY,323,2740,885020
5433,Электроника,120,12596,1511520
5434,Электроника,153,11845,1812285
5440,Красота и здоровье,188,2324,436912
5444,Электроника,288,11669,3360672
5446,Услуги и подписки,565,1208,682520
5452,Продукты питания,373,1946,725858
5457,Услуги и подписки,391,1786,698326
5461,Хобби и DIY,172,2828,486416
5465,Продукты питания,568,1713,972984
5466,Одежда и обувь,1035,3534,3657690
5468,Одежда и обувь,288,2318,667584
5469,Услуги и подписки,162,1807,292734
5471,Услуги и подписки,214,1399,299386
5473,Электроника,141,13589,1916049
5476,Услуги и подписки,326,1490,485740
5478,Электроника,181,13693,2478433
5479,Одежда и обувь,484,4351,2105884
5483,Электроника,173,9514,1645922
5484,Хобби и DIY,181,2784,503904
5485,Хобби и DIY,105,2792,293160
5488,Электроника,56,12219,684264
5491,Хобби и DIY,97,2460,238620
5492,Электроника,331,14268,4722708
5493,Одежда и обувь,130,3386,440180
5495,Услуги и подписки,541,1500,811500
5499,Красота и здоровье,234,2506,586404
5500,Электроника,288,12556,3616128
5501,Электроника,103,13738,1415014
5505,Одежда и обувь,136,3632,493952
5506,Красота и здоровье,200,2358,471600
5509,Товары для дома,233,4722,1100226
5510,Одежда и обувь,668,3816,2549088
5511,Одежда и обувь,248,4086,1013328
5513,Услуги и подписки,357,1803,643671
5514,Хобби и DIY,162,3220,521640
5515,Хобби и DIY,114,2764,315096
5516,Товары для дома,267,5509,1470903
5518,Красота и здоровье,336,2714,911904
5519,Продукты питания,548,1732,949136
5522,Электроника,201,12612,2535012
5523,Электроника,191,12484,2384444
5525,Электроника,534,14221,7594014
5526,Услуги и подписки,99,1643,162657
5527,Продукты питания,200,1877,375400
5528,Одежда и обувь,983,3308,3251764
5530,Электроника,80,11754,940320
5531,Красота и здоровье,524,2498,1308952
5536,Продукты питания,489,1876,917364
5537,Электроника,88,13305,1170840
5538,Товары для дома,431,4967,2140777
5539,Одежда и обувь,1038,3072,3188736
5540,Красота и здоровье,326,2448,798048
5542,Товары для дома,237,4836,1146132
5545,Услуги и подписки,592,1591,941872
5546,Электроника,71,12036,854556
5548,Услуги и подписки,425,1236,525300
5550,Услуги и подписки,131,1300,170300
5555,Электроника,248,13291,3296168
5556,Одежда и обувь,503,3590,1805770
5557,Электроника,177,11899,2106123
5558,Услуги и подписки,717,1322,947874
5559,Хобби и DIY,68,2245,152660
5570,Электроника,267,10717,2861439
5571,Электроника,173,12207,2111811
5576,Продукты питания,433,1541,667253
5577,Продукты питания,657,1937,1272609
5579,Красота и здоровье,499,2760,1377240
5582,Электроника,254,10704,2718816
5583,Электроника,112,11211,1255632
5587,Красота и здоровье,449,2571,1154379
5592,Электроника,274,11555,3166070
5594,Одежда и обувь,712,3478,2476336
5595,Красота и здоровье,453,2907,1316871
5596,Одежда и обувь,570,3316,1890120
5601,Одежда и обувь,285,2705,770925
5602,Электроника,144,13057,1880208
5614,Одежда и обувь,418,3261,1363098
5616,Товары для дома,254,5213,1324102
5617,Хобби и DIY,129,3453,445437
5618,Электроника,486,11327,5504922
5620,Одежда и обувь,694,3101,2152094
5621,Электроника,174,13241,2303934
5625,Товары для дома,292,5408,1579136
5626,Электроника,227,15933,3616791
5627,Красота и здоровье,1056,2468,2606208
5631,Товары для дома,321,4388,1408548
5633,Электроника,144,11582,1667808
5635,Услуги и подписки,165,1421,234465
5637,Услуги и подписки,329,1455,478695
5638,Хобби и DIY,495,2755,1363725
5639,Услуги и подписки,266,1506,400596
5642,Красота и здоровье,192,2201,422592
5644,Хобби и DIY,276,2204,608304
5646,Продукты питания,438,1875,821250
5647,Красота и здоровье,131,2362,309422
5648,Одежда и обувь,606,3157,1913142
5649,Товары для дома,468,5418,2535624
5650,Продукты питания,129,2050,264450
5657,Электроника,267,12239,3267813
5660,Одежда и обувь,271,3815,1033865
5661,Электроника,161,14465,2328865
5663,Продукты питания,316,2212,698992
5670,Продукты питания,756,2255,1704780
5671,Одежда и обувь,935,3316,3100460
5673,Красота и здоровье,152,2946,447792
5674,Продукты питания,137,1830,250710
5675,Красота и здоровье,139,2979,414081
5676,Продукты питания,518,1846,956228
5677,Услуги и подписки,83,1503,124749
5679,Товары для дома,175,4310,754250
5682,Красота и здоровье,534,2284,1219656
5683,Красота и здоровье,445,2727,1213515
5686,Одежда и обувь,212,3796,804752
5691,Хобби и DIY,178,2365,420970
5692,Одежда и обувь,319,3941,1257179
5693,Электроника,126,14664,1847664
5694,Электроника,131,13411,1756841
5695,Продукты питания,319,2117,675323
5696,Услуги и подписки,277,1405,389185
5700,Услуги и подписки,193,1245,240285
5701,Услуги и подписки,198,1406,278388
5705,Хобби и DIY,261,3085,805185
5708,Услуги и подписки,291,1727,502557
5709,Услуги и подписки,159,1287,204633
5711,Услуги и подписки,307,1284,394188
5713,Продукты питания,181,1697,307157
5714,Хобби и DIY,170,2072,352240
5717,Продукты питания,558,1761,982638
5722,Электроника,281,13540,3804740
5723,Услуги и подписки,366,959,350994
5727,Электроника,99,12684,1255716
5729,Услуги и подписки,212,1755,372060
5731,Электроника,337,14200,4785400
5732,Хобби и DIY,135,2829,381915
5733,Одежда и обувь,515,3444,1773660
5737,Хобби и DIY,232,3067,711544
5738,Одежда и обувь,1238,3606,4464228
5739,Продукты питания,393,1838,722334
5740,Одежда и обувь,436,3782,1648952
5741,Одежда и обувь,1531,2843,4352633
5742,Красота и здоровье,944,2848,2688512
5747,Одежда и обувь,551,3624,1996824
5749,Услуги и подписки,293,1536,450048
5752,Товары для дома,412,4955,2041460
5753,Товары для дома,318,5889,1872702
5754,Электроника,183,14464,2646912
5755,Одежда и обувь,810,3960,3207600
5757,Продукты питания,287,2011,577157
5761,Услуги и подписки,535,1707,913245
5768,Товары для дома,360,5164,1859040
5772,Товары для дома,321,4816,1545936
5775,Товары для дома,236,5364,1265904
5777,Услуги и подписки,206,1452,299112
5778,Услуги и подписки,110,1712,188320
5779,Услуги и подписки,110,1282,141020
5783,Товары для дома,100,4756,475600
5784,Одежда и обувь,1058,3124,3305192
5788,Одежда и обувь,376,4355,1637480
5790,Товары для дома,129,4519,582951
5796,Электроника,171,12722,2175462
5797,Услуги и подписки,172,1130,194360
5798,Электроника,145,15440,2238800
5799,Товары для дома,339,4426,1500414
5800,Услуги и подписки,242,1771,428582
5801,Электроника,150,11206,1680900
5802,Услуги и подписки,287,1326,380562
5803,Одежда и обувь,250,3741,935250
5805,Одежда и обувь,633,2771,1754043
5806,Красота и здоровье,701,2736,1917936
5809,Товары для дома,204,4455,908820
5812,Красота и здоровье,338,3275,1106950
5815,Электроника,114,15581,1776234
5816,Электроника,121,14757,1785597
5819,Услуги и подписки,498,1921,956658
5820,Красота и здоровье,350,2409,843150
5824,Продукты питания,590,2080,1227200
5827,Красота и здоровье,371,2308,856268
5828,Товары для дома,229,5419,1240951
5834,Одежда и обувь,1052,3543,3727236
5836,Одежда и обувь,202,2900,585800
5838,Товары для дома,160,4871,779360
5843,Электроника,146,12961,1892306
5844,Услуги и подписки,297,1513,449361
5846,Электроника,153,15564,2381292
5849,Электроника,202,11170,2256340
5851,Электроника,382,11768,4495376
5852,Электроника,96,8246,791616
5853,Одежда и обувь,1248,3676,4587648
5854,Услуги и подписки,257,1648,423536
5855,Хобби и DIY,178,2986,531508
5857,Одежда и обувь,547,3385,1851595
5858,Продукты питания,478,1732,827896
5860,Одежда и обувь,1047,2913,3049911
5862,Продукты питания,218,2029,442322
5863,Одежда и обувь,364,3064,1115296
5867,Одежда и обувь,762,2717,2070354
5873,Услуги и подписки,187,1687,315469
5874,Услуги и подписки,104,1434,149136
5875,Хобби и DIY,228,2755,628140
5876,Услуги и подписки,190,890,169100
5878,Электроника,292,12735,3718620
5879,Хобби и DIY,125,2624,328000
5880,Одежда и обувь,1011,4159,4204749
5882,Электроника,207,12420,2570940
5884,Товары для дома,170,3118,530060
5885,Услуги и подписки,148,1457,215636
5886,Красота и здоровье,282,2602,733764
5891,Одежда и обувь,557,3937,2192909
5893,Красота и здоровье,225,2585,581625
5896,Одежда и обувь,265,3219,853035
5898,Электроника,159,12568,1998312
5900,Услуги и подписки,675,2030,1370250
5901,Продукты питания,470,2020,949400
5902,Одежда и обувь,378,3277,1238706
5905,Одежда и обувь,585,3830,2240550
5907,Одежда и обувь,763,2913,2222619
5912,Услуги и подписки,174,1358,236292
5914,Товары для дома,217,4561,989737
5915,Электроника,166,9936,1649376
5916,Товары для дома,200,5510,1102000
5918,Одежда и обувь,274,3059,838166
5919,Одежда и обувь,777,3453,2682981
5920,Продукты питания,129,1762,227298
